name,VIN,make,model,year,price,miles,Exterior Color,Interior Color,Seller Name,Seller Phone,Transmission,Drivetrain,id
2002 BMW 323Ci Convertible,WBABS33432JY59774,BMW,3 Series,2002.0,4994.0,184411.0,Blue,,Zeigler Nissan Gurnee,847-265-1122,Manual,Rear Wheel Drive,642
2014 BMW 320i xDrive Sedan,WBA3C3C50EPV90385,BMW,3 Series,2014.0,18365.0,41444.0,White,,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive,643
2014 BMW 320i xDrive 320i Xdrive Sedan,WBA3C3C55EPV90088,BMW,3 Series,2014.0,19998.0,19125.0,Melbourne Red Metallic,BLACK,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive,644
2017 BMW 330i xDrive Sedan,WBA8D9C3XHA012175,BMW,3 Series,2017.0,41365.0,6628.0,Mineral White Metallic,SADDLE BROWN/DARK BROWN,Zeigler Nissan Gurnee,847-265-1122,,All Wheel Drive,645
2017 BMW 330i xDrive Sedan,WBA8D9G35HNU62352,BMW,3 Series,2017.0,37441.0,7748.0,Mineral Gray,BLACK/DARK OYSTER,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive,646
2011 BMW 328i xDrive Sedan,WBAPK5C57BF123370,BMW,3 Series,2011.0,14253.0,50531.0,Alpine White,BEIGE,Zeigler Nissan Gurnee,847-265-1122,Manual,All Wheel Drive,647
2014 BMW 328i xDrive Sedan,WBA3B3C57EJ978817,BMW,3 Series,2014.0,22722.0,15670.0,White,BLACK,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive,648
2014 BMW 328i xDrive 328i Xdrive Sedan,WBA3B5C5XEP543590,BMW,3 Series,2014.0,17997.0,59653.0,Glacier Silver Metallic,BLACK,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive,649
2015 BMW 328i Sedan Sedan,WBA3A5C53FF609326,BMW,3 Series,2015.0,25750.0,26113.0,Estoril Blue Metallic,BLACK,Zeigler Nissan Gurnee,847-265-1122,Automatic,Rear Wheel Drive,650
2012 BMW 328i Sedan,WBA3A5C59CF345279,BMW,3 Series,2012.0,14900.0,74371.0,White,VENETIAN BEIGE,Zeigler Nissan Gurnee,847-265-1122,Manual,Rear Wheel Drive,651
2017 BMW 330i xDrive Sedan,WBA8D9G32HNU65449,BMW,3 Series,2017.0,35950.0,14490.0,Black Sapphire Metallic,BLACK,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive,652
2018 BMW 330i xDrive Sedan,WBA8D9G50JNU66963,BMW,3 Series,2018.0,44558.0,6734.0,Black,BLACK,Zeigler Nissan Gurnee,847-265-1122,,All Wheel Drive,653
2018 BMW 330i xDrive Sedan,WBA8D9G50JNU66882,BMW,3 Series,2018.0,43687.0,6583.0,Mineral White Metallic,BLACK,Zeigler Nissan Gurnee,847-265-1122,,All Wheel Drive,654
2004 BMW 330Ci Convertible,WBABW53454PL46946,BMW,3 Series,2004.0,5825.0,129453.0,Gray,GRAY,Zeigler Nissan Gurnee,847-265-1122,Manual,Rear Wheel Drive,655
2008 BMW 328xi Sedan,WBAVC73548KX92096,BMW,3 Series,2008.0,,72040.0,White,,Zeigler Nissan Gurnee,847-265-1122,Manual,All Wheel Drive,656
2018 BMW X1 xDrive28i SAV,WBXHT3C30J5F90552,BMW,X1,2018.0,36823.0,4051.0,Glacier Silver Metallic,BLACK,Zeigler Nissan Gurnee,847-265-1122,,All Wheel Drive,657
2018 BMW X1 xDrive28i SAV,WBXHT3C35J5F90014,BMW,X1,2018.0,37173.0,7300.0,Black,BLACK,Zeigler Nissan Gurnee,847-265-1122,,All Wheel Drive,658
2014 BMW X5 xDrive35i SAV,5UXKR0C51E0H25492,BMW,X5,2014.0,28995.0,83156.0,Dark Graphite,BLACK,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive,659
2014 BMW X5 xDrive35i SAV,5UXKR0C59E0K43706,BMW,X5,2014.0,29700.0,76886.0,Carbon Black Metallic,BLACK,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive,660
2008 BMW 528xi 528xi Sedan,WBANV13548CZ58800,BMW,5 Series,2008.0,10750.0,84184.0,Titanium Silver Metallic,BLACK,Zeigler Nissan Gurnee,847-265-1122,Manual,All Wheel Drive,661
2014 BMW 528i xDrive Sedan,WBA5A7C51ED617083,BMW,5 Series,2014.0,20986.0,67683.0,Black Sapphire Metallic,IVORY WHITE,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive,662
2015 BMW X5 xDrive50i SUV,5UXKR6C53F0J76234,BMW,X5,2015.0,45900.0,43072.0,Black Sapphire Metallic,MOCHA,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive,663
2015 BMW X5 xDrive35i SUV,5UXKR0C59F0P05313,BMW,X5,2015.0,41365.0,33386.0,Dark Graphite,BLACK,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive,664
2015 BMW X5 xDrive50i SUV,5UXKR6C52F0J75009,BMW,X5,2015.0,39997.0,50579.0,Space Gray Metallic,IVORY WHITE/BLACK,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive,665
2015 BMW X5 xDrive35i SUV,5UXKR0C53F0K57991,BMW,X5,2015.0,42500.0,20031.0,Imperial Blue Metallic,IVORY WHITE/BLACK,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive,666
2015 BMW X5 xDrive35i SUV,5UXKR0C55F0P06751,BMW,X5,2015.0,31463.0,69894.0,Mineral White Metallic,MOCHA,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive,667
2015 BMW X5 xDrive35i SUV,5UXKR0C56F0P14180,BMW,X5,2015.0,32996.0,55388.0,Mineral White Metallic,BLACK,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive,668
2015 BMW X5 xDrive35i SUV,5UXKR0C5XF0P13596,BMW,X5,2015.0,44900.0,30222.0,Carbon Black Metallic,BLACK,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive,669
2015 BMW X5 xDrive35i SUV,5UXKR0C50F0K70598,BMW,X5,2015.0,44936.0,26865.0,Glacier Silver Metallic,BLACK,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive,670
2015 BMW X5 xDrive35i SUV,5UXKR0C51F0K70240,BMW,X5,2015.0,38963.0,41840.0,Sparkling Brown Metallic,TERRA,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive,671
2015 BMW X5 xDrive35i SUV,5UXKR0C52F0P03502,BMW,X5,2015.0,31900.0,51646.0,Imperial Blue Metallic,IVORY WHITE/BLACK,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive,672
2015 BMW 3 Series 328d Xdrive Wagon,WBA3K5C5XFK300859,BMW,3 Series,2015.0,31500.0,47444.0,Mineral Gray Metallic,BLACK,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive,673
2015 BMW 328i xDrive w/SULEV Sedan,WBA3B5C5XFP654027,BMW,3 Series,2015.0,25500.0,21693.0,Mineral Grey,BLACK,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive,674
2016 BMW 328i xDrive SULEV Sedan,WBA8E3C51GP974453,BMW,3 Series,2016.0,32350.0,8515.0,Alpine White,BLACK,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive,675
2015 BMW 328i xDrive Sedan,WBA3B3C57FJ983789,BMW,3 Series,2015.0,27991.0,10442.0,Melbourne Red Metallic,BLACK,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive,676
2018 BMW X5 xDrive35i SAV,5UXKR0C55J0X85234,BMW,X5,2018.0,59211.0,6737.0,Dark Graphite,BLACK,Zeigler Nissan Gurnee,847-265-1122,,4-Wheel Drive,677
2018 BMW X5 xDrive35i SAV,5UXKR0C59J0X83731,BMW,X5,2018.0,55856.0,6547.0,Gray Black,BLACK,Zeigler Nissan Gurnee,847-265-1122,,4-Wheel Drive,678
2015 BMW X4 xDrive28i SUV,5UXXW3C53F0M87837,BMW,X4,2015.0,26566.0,56238.0,Silver,,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive,679
2016 BMW X4 xDrive28i Sports Activity Coupe,5UXXW3C54G0R21474,BMW,X4,2016.0,35963.0,26914.0,Mineral White Metallic,BLACK,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive,680
2011 BMW X3 xDrive35i SAV,5UXWX7C57BL732714,BMW,X3,2011.0,,138053.0,Black,,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive,681
2015 BMW 328i 328i Xdrive Sedan,WBA3B5C56FP652808,BMW,3 Series,2015.0,23599.0,44162.0,Mineral Gray,,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive,682
2015 BMW 328i xDrive Sedan,WBA3B5G5XFNS12953,BMW,3 Series,2015.0,22995.0,25938.0,Jet Black,BLACK,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive,683
2015 BMW 328i xDrive Sedan,WBA3B3C50FJ984833,BMW,3 Series,2015.0,25763.0,28256.0,Mineral White Metallic,BLACK,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive,684
2015 BMW 328i xDrive Sedan,WBA3B3G57FNR85982,BMW,3 Series,2015.0,26465.0,46446.0,Estoril Blue Metallic,BLACK,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive,685
2015 BMW 328i xDrive Sedan,WBA3B5G56FNS17910,BMW,3 Series,2015.0,24000.0,34560.0,Black Sapphire Metallic,VENETIAN BEIGE,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive,686
2015 BMW 328i xDrive Sedan,WBA3B3G54FNT17007,BMW,3 Series,2015.0,22991.0,43725.0,Alpine White,VENETIAN BEIGE,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive,687
2015 BMW 328i xDrive Sedan,WBA3B5G55FNS14416,BMW,3 Series,2015.0,24500.0,32822.0,Glacier Silver Metallic,BLACK,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive,688
2015 BMW X1 Xdrive28i SUV,WBAVL1C5XFVY24848,BMW,X1,2015.0,24000.0,24473.0,Mineral Gray Metallic,BLACK,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive,689
2017 BMW X1 Xdrive28i SUV,WBXHT3C30H5F77553,BMW,X1,2017.0,31000.0,30576.0,Alpine White,BLACK,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive,690
2018 BMW X1 Xdrive28i SAV,WBXHT3C39J5F89478,BMW,X1,2018.0,37300.0,4693.0,Mineral White Metallic,BLACK,Zeigler Nissan Gurnee,847-265-1122,,All Wheel Drive,691
2015 BMW M4 Coupe,WBS3R9C5XFK335111,BMW,M4,2015.0,50991.0,28279.0,Mineral White Metallic,BLACK,Zeigler Nissan Gurnee,847-265-1122,Manual,Rear Wheel Drive,692
2016 BMW M3 Certified Sedan,WBS8M9C57G5E68187,BMW,M3,2016.0,60000.0,4707.0,Black Sapphire Metallic,BLACK,Zeigler Nissan Gurnee,847-265-1122,Manual,Rear Wheel Drive,693
2016 BMW M3 Certified Sedan,WBS8M9C58G5D31615,BMW,M3,2016.0,58500.0,17052.0,Mineral White Metallic,OPAL WHITE,Zeigler Nissan Gurnee,847-265-1122,Manual,Rear Wheel Drive,694
2008 BMW X3 3.0si SAV,WBXPC93418WJ23715,BMW,X3,2008.0,7991.0,100344.0,Jet Black,,Zeigler Nissan Gurnee,847-265-1122,Manual,All Wheel Drive,695
2014 BMW X1 xDrive28i SAV,WBAVL1C52EVY13888,BMW,X1,2014.0,22650.0,42333.0,Valencia Orange Metallic,BLACK,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive,696
2017 BMW X1 xDrive28i Br xDrive28i SAV,WBXHT3Z33H4A56226,BMW,X1,2017.0,36996.0,6591.0,Mineral Grey Metallic,CANBERRA BEIGE,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive,697
2014 BMW X1 xDrive28i Xdrive28i SAV,WBAVL1C50EVY17471,BMW,X1,2014.0,17898.0,41873.0,Glacier Silver Metallic,BLACK,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive,698
2015 BMW X1 xDrive35i SUV,WBAVM5C54FVV93580,BMW,X1,2015.0,25906.0,37683.0,Glacier Silver Metallic,BLACK,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive,699
2015 BMW X1 xDrive35i SUV,WBAVM5C56FVV94259,BMW,X1,2015.0,25396.0,39947.0,Sparkling Brown Metallic,SAND BEIGE,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive,700
2015 BMW X1 xDrive35i SUV,WBAVM5C57FVV95095,BMW,X1,2015.0,26500.0,32468.0,Mineral Gray Metallic,BLACK,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive,701
2015 BMW 5 Series 528i Xdrive Sedan,WBA5A7C58FD624940,BMW,5 Series,2015.0,32000.0,29068.0,Jet Black,BLACK,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive,702
2015 BMW 5 Series 528i Xdrive Sedan,WBA5A7C5XFD621649,BMW,5 Series,2015.0,27000.0,49101.0,Black Sapphire Metallic,BLACK,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive,703
2015 BMW 528i xDrive Sedan,WBA5A7C5XFD625569,BMW,5 Series,2015.0,31587.0,24381.0,Black Sapphire Metallic,CINNAMON BROWN,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive,704
2015 BMW 5 Series 528i Xdrive Sedan,WBA5A7C58FD625750,BMW,5 Series,2015.0,30000.0,37828.0,Black Sapphire Metallic,BLACK,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive,705
2016 BMW 5 Series 528i Xdrive Sedan,WBA5A7C56GG148204,BMW,5 Series,2016.0,28750.0,37193.0,Jet Black,BLACK,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive,706
2018 BMW 430i xDrive Convertible,WBA4Z3C52JEC48304,BMW,4 Series,2018.0,42555.0,15306.0,Imperial Blue Metallic,BLACK,Zeigler Nissan Gurnee,847-265-1122,,,707
2015 BMW 320i xDrive Sedan,WBA3C3C50FK201467,BMW,3 Series,2015.0,21995.0,35703.0,Mineral Gray,BLACK,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive,708
2017 BMW 320i xDrive Sedan,WBA8E5G33HNU43093,BMW,3 Series,2017.0,35991.0,8212.0,Blue Black,BLACK,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive,709
2018 BMW 320i xDrive Sedan,WBA8E5G52JNU45666,BMW,3 Series,2018.0,39134.0,7461.0,White Black,BLACK,Zeigler Nissan Gurnee,847-265-1122,,All Wheel Drive,710
2018 BMW 320i xDrive Sedan,WBA8E5G57JNU45811,BMW,3 Series,2018.0,29996.0,5555.0,White,VENETIAN BEIGE,Zeigler Nissan Gurnee,847-265-1122,,All Wheel Drive,711
2015 BMW 3 Series 335i Xdrive Sedan,WBA3B9C50FF589699,BMW,3 Series,2015.0,30000.0,50929.0,Black Sapphire Metallic,BLACK,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive,712
2015 BMW 3 Series 335i Xdrive Gran Turismo Hatchback,WBA3X9C52FD868973,BMW,3 Series Gran Turismo,2015.0,31500.0,47026.0,Melbourne Red Metallic,BLACK,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive,713
2017 BMW 3 Series 330i Xdrive AWD 330i xDrive Sedan,WBA8D9C33HA011045,BMW,3 Series,2017.0,33990.0,16568.0,Mediterranean Blue Metallic,,Zeigler Nissan Gurnee,847-265-1122,,All Wheel Drive,714
2018 BMW 320i xDrive Sedan,WBA8E5G5XJNU45978,BMW,3 Series,2018.0,36189.0,4168.0,Grey,BLACK,Zeigler Nissan Gurnee,847-265-1122,,All Wheel Drive,715
2009 BMW 3 Series 328i Xdrive Sedan,WBAPK73549A457004,BMW,3 Series,2009.0,8472.0,133327.0,Blue Water Metallic,BLACK,Zeigler Nissan Gurnee,847-265-1122,Manual,All Wheel Drive,716
2015 BMW 3 Series 328i Xdrive Sedan,WBA3B5G51FNS14347,BMW,3 Series,2015.0,26500.0,43366.0,Estoril Blue Metallic,BLACK,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive,717
2015 BMW 3 Series 328i Xdrive Sedan,WBA3B5G55FNS14335,BMW,3 Series,2015.0,23500.0,46903.0,Jet Black,OYSTER,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive,718
2015 BMW 3 Series 328i Xdrive Sedan,WBA3B5G5XFNS13861,BMW,3 Series,2015.0,26250.0,41018.0,Mineral Gray Metallic,OYSTER,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive,719
2015 BMW 535i xDrive Sedan,WBA5B3C5XFD540561,BMW,5 Series,2015.0,34876.0,29673.0,Glacier Silver Metallic,BLACK,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive,720
2016 BMW 535i xDrive Sedan,WBA5B3C5XGD549584,BMW,5 Series,2016.0,37968.0,26521.0,Gray,BLACK,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive,721
2014 BMW 535d xDrive Sedan,WBAFV3C59EDZ33672,BMW,5 Series,2014.0,25986.0,57280.0,Glacier Silver Metallic,BLACK,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive,722
2017 BMW 530i xDrive Sedan,WBAJA7C37HG458103,BMW,5 Series,2017.0,,8914.0,Alpine White,BLACK,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive,723
2017 BMW 530i xDrive Sedan,WBAJA7C34HG903848,BMW,5 Series,2017.0,45970.0,9499.0,Jet Black,BLACK SENSA,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive,724
2012 BMW X3 xDrive28i SAV,5UXWX5C55CL723211,BMW,X3,2012.0,14685.0,80370.0,Alpine White,CHESTNUT,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive,725
2016 BMW X3 xDrive35i SAV,5UXWX7C58G0K36393,BMW,X3,2016.0,34779.0,48210.0,Black Sapphire Metallic,BLACK,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive,726
2018 BMW X3 xDrive30i SAV,5UXTR9C53JLC68993,BMW,X3,2018.0,42875.0,4.0,Black,BLACK,Zeigler Nissan Gurnee,847-265-1122,,,727
2015 BMW X3 xDrive28i SAV,5UXWX9C54F0D48962,BMW,X3,2015.0,23500.0,63024.0,Space Gray Metallic,BLACK,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive,728
2016 BMW X3 xDrive28i SAV,5UXWX9C56G0D88008,BMW,X3,2016.0,33350.0,29615.0,Black Sapphire Metallic,BLACK,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive,729
2016 BMW X3 xDrive28i SAV,5UXWX9C55G0D72964,BMW,X3,2016.0,28775.0,56839.0,Black Sapphire Metallic,BLACK,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive,730
2017 BMW X3 xDrive28i SAV,5UXWX9C30H0W78192,BMW,X3,2017.0,41498.0,5700.0,Black,BLACK,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive,731
2017 BMW X3 xDrive28i SAV,5UXWX9C33H0W67171,BMW,X3,2017.0,33991.0,26237.0,Jet Black,BLACK,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive,732
2015 BMW Z4 sDrive28i Convertible,WBALL5C58FP557471,BMW,Z4,2015.0,34866.0,22473.0,Black,BLACK,Zeigler Nissan Gurnee,847-265-1122,Manual,Rear Wheel Drive,733
2015 BMW X6 Xdrive35i SUV,5UXKU2C53F0N76074,BMW,X6,2015.0,43000.0,47882.0,Mineral White Metallic,BLACK,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive,734
2016 BMW X5 xDrive50i xDrive50i SAV,5UXKR6C52G0J81040,BMW,X5,2016.0,53998.0,34524.0,Black Sapphire Metallic,,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive,735
2013 BMW X5 xDrive35i SAV,5UXZV4C52D0E03931,BMW,X5,2013.0,26899.0,38689.0,Black Sapphire Metallic,,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive,736
2014 BMW X5 xDrive35i SAV,5UXKR0C58E0C27161,BMW,X5,2014.0,30785.0,61000.0,Gray,BLACK,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive,737
2016 BMW 750i xDrive Sedan,WBA7F2C52GG415352,BMW,7 Series,2016.0,65136.0,31154.0,Carbon Black Metallic,BLACK,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive,738
2017 BMW 750i xDrive Sedan,WBA7F2C35HG422960,BMW,7 Series,2017.0,79998.0,6210.0,Ruby Black Metallic,IVORY WHITE/BLACK,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive,739
2015 BMW 750i Li xDrive Sedan,WBAYF8C57FD655066,BMW,7 Series,2015.0,43485.0,42593.0,Dark Graphite,BLACK,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive,740
2011 BMW 535i xDrive Sedan,WBAFU7C5XBC874739,BMW,5 Series,2011.0,15863.0,87856.0,Black Sapphire Metallic,BLACK,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive,741
2014 BMW 650i 650i Convertible,WBAYP9C55ED169499,BMW,6 Series,2014.0,45499.0,46628.0,Alpine White,BLACK,Zeigler Nissan Gurnee,847-265-1122,Automatic,Rear Wheel Drive,742
2013 BMW 535i xDrive 535i Xdrive Sedan,WBAFU7C53DDU69318,BMW,5 Series,2013.0,19860.0,60093.0,Black Sapphire Metallic,OYSTER/BLACK,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive,743
2015 BMW 535i xDrive Sedan,WBA5B3C50FD546403,BMW,5 Series,2015.0,35500.0,23611.0,Black Sapphire Metallic,BLACK,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive,744
2015 BMW 428i xDrive Gran Coupe,WBA4C9C53FD330640,BMW,4 Series Gran Coupe,2015.0,33452.0,31437.0,Black Sapphire Metallic,BLACK,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive,745
2015 BMW 428i xDrive Convertible,WBA3V9C57F5A78541,BMW,4 Series,2015.0,34900.0,42615.0,Black Sapphire Metallic,OYSTER,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive,746
2015 BMW 4 Series 435i Xdrive Gran Coupe Hatchback,WBA4B3C50FGV48601,BMW,4 Series Gran Coupe,2015.0,38000.0,30005.0,Jet Black,BLACK,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive,747
2014 BMW 4 Series 435i Convertible,WBA3T3C5XEJ876540,BMW,4 Series,2014.0,36000.0,16820.0,Melbourne Red Metallic,BLACK,Zeigler Nissan Gurnee,847-265-1122,Automatic,Rear Wheel Drive,748
2015 BMW 4 Series 428i Xdrive Convertible,WBA3V9C57FP799380,BMW,4 Series,2015.0,40686.0,39004.0,Glacier Silver,BLACK,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive,749
2015 BMW 4 Series 428i Xdrive Convertible,WBA3T1C52FP820076,BMW,4 Series,2015.0,36250.0,40744.0,Alpine White,OYSTER,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive,750
2016 BMW 340i xDrive Sedan,WBA8B7G58GNT14142,BMW,3 Series,2016.0,32993.0,36590.0,Black,BLACK,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive,751
2014 BMW 328i xDrive 328i Xdrive,WBA3B5G59ENS07550,BMW,3 Series,2014.0,19995.0,32703.0,Jet Black,BLACK,CJ Wilson Mazda of Lake Villa,847-245-7600,Automatic,All Wheel Drive,752
2014 BMW 3 Series 328i Xdrive,WBA3B5G56ENS06999,BMW,3 Series,2014.0,22491.0,33001.0,Mineral White Metallic,,Anastos Motors,262-657-6020,Automatic,All Wheel Drive,753
2014 BMW 3 Series 320i Xdrive,WBA3C3C50EF984877,BMW,3 Series,2014.0,18991.0,36404.0,Mojave Metallic,,Anastos Motors,262-657-6020,Automatic,All Wheel Drive,754
Used 2014 BMW 528i xDrive Sedan,WBA5A7C59ED219930,BMW,5 Series,2014.0,19900.0,71471.0,Silver,,Patrick Buick GMC,262-652-8292,Automatic,All Wheel Drive,755
2014 BMW 320i xDrive,WBA3C3C51EF986914,BMW,3 Series,2014.0,18917.0,41426.0,Mineral Gray,,Frank Boucher Imports,888-238-5743 888-414-4987,Automatic,All Wheel Drive,756
2011 BMW X3 xDrive28i,5UXWX5C56BL700275,BMW,X3,2011.0,14587.0,83979.0,Vermilion Red Metallic,OYSTER W NEVADA LEATHER UPHOLSTERY,Frank Boucher Imports,888-238-5743 888-414-4987,Automatic,All Wheel Drive,757
Used 2010 BMW 750i xDrive Sedan,WBAKC6C54ACL67992,BMW,7 Series,2010.0,19893.0,72395.0,Black Sapphire Metallic,Black W/nappa Leather Upholstery,Frank Boucher Chevrolet Cadillac,(866) 726-4452,Automatic,All Wheel Drive,758
2013 BMW 328i xDrive w/SULEV Sedan,WBA3B5G54DNP41215,BMW,3 Series,2013.0,17995.0,38252.0,Mineral Gray,,Racine Honda,262-898-2900,Automatic,All Wheel Drive,759
2014 BMW X3 xDrive28i AWD SUV,5UXWX9C50E0D39660,BMW,X3,2014.0,27800.0,20765.0,Jet Black,Black,Jacobson Auto Sales Inc,920-235-3040,Automatic,All Wheel Drive,760
2014 BMW 320i xDrive AWD Sedan,WBA3C3C59EP661552,BMW,3 Series,2014.0,21800.0,14594.0,Mineral Grey Metallic,Black,Jacobson Auto Sales Inc,920-235-3040,Automatic,All Wheel Drive,761
2008 BMW 550i i Sedan,WBANW53558CT48134,BMW,5 Series,2008.0,11991.0,112568.0,,,Brian Bemis Auto World Inc,815-895-8105,Manual,Rear Wheel Drive,762
2015 BMW X3,5UXWX7C58F0K34593,BMW,X3,2015.0,31495.0,39004.0,Space Gray Metallic,Black Full Leather,Autowerks Group Inc.,,Automatic,All Wheel Drive,763
2006 BMW 3 Series,WBAVB335X6KR77097,BMW,3 Series,2006.0,,119001.0,Carbon Black Metallic,Cinnamon Full Leather,Autowerks Group Inc.,,Manual,Rear Wheel Drive,764
2009 BMW X5,5UXFE43589L273336,BMW,X5,2009.0,13995.0,78137.0,Carbon Black Metallic,Black Full Leather,Autowerks Group Inc.,,Automatic,All Wheel Drive,765
2010 BMW X5,5UXFE4C59AL384384,BMW,X5,2010.0,14495.0,88822.0,Carbon Black Metallic,Black Full Leather,Autowerks Group Inc.,,Automatic,All Wheel Drive,766
2002 BMW 325 IT Sport Wagon,WBAEN334X2PC10493,BMW,3 Series,2002.0,,199975.0,White,Black,"Auto Audits, Inc.",847-639-9359,Manual,Rear Wheel Drive,767
2015 BMW 2 SERIES,WBA1J9C56FVX99238,BMW,2 Series,2015.0,29988.0,20000.0,BLACK SAPPHIRE METALLIC,BLACK,International European Motor Group,877-647-2584,Automatic,All Wheel Drive,768
2010 BMW Z4,WBALM7C52AE382339,BMW,Z4,2010.0,26588.0,32900.0,BLACK SAPPHIRE METALLIC,BLACK DAKOTA LEATHER,International European Motor Group,877-647-2584,Manual,Rear Wheel Drive,769
