name,year,maker,color,price,seller_name,seller_phone,seller_average_rating,seller_review_count,miles,distance_from_madison,exterior_color,interior_color,transmission,drivetrain,vin,id
2018 Mercedes-Benz GLS 550 Base 4MATIC,2018,Mercedes-Benz,Black,100605.0,Mercedes-Benz of Milwaukee North,(888) 224-9092,4.8,203.0,0.0,74,Black,Black,9-SPEED A/T,All Wheel Drive,4JGDF7DE8JB067834,377
2018 Mercedes-Benz  C 300,2018,Mercedes-Benz,Red,47155.0,Mercedes-Benz of Milwaukee North,(888) 224-9092,4.8,203.0,0.0,74,Designo Cardinal Red Metallic,Black,9-SPEED A/T,All Wheel Drive,55SWF4KB5JU253332,378
2018 Mercedes-Benz  E 300,2018,Mercedes-Benz,Black,70520.0,Mercedes-Benz of Elmbrook,(262) 510-0498,4.5,39.0,0.0,61,Black,Black,9-Speed Automatic,AWD,WDDZF4KB1JA321283,379
2015 Mercedes-Benz  ML 350 4MATIC,2015,Mercedes-Benz,Black,33701.0,Mercedes-Benz of Elmbrook,(262) 510-0488,4.5,39.0,30004.0,61,Black,Black,7-Speed Automatic,AWD,4JGDA5HB0FA509067,380
2007 Mercedes-Benz  4MATIC 4dr 4.7L,2007,Mercedes-Benz,Silver,10995.0,Classic Motorcars,(414) 219-1011,4.8,149.0,94253.0,70,Desert Silver Metallic,MACADAMIA,7-SPEED A/T,Four Wheel Drive,4JGBF71E57A208806,383
2017 Mercedes-Benz  C 300,2017,Mercedes-Benz,Black,42762.0,Mercedes-Benz of Milwaukee North,(888) 821-6594,4.8,203.0,5041.0,74,Black,Black,7-SPEED A/T,All Wheel Drive,55SWF4KB5HU231261,384
2017 Mercedes-Benz  C 300,2017,Mercedes-Benz,Gray,42084.0,Mercedes-Benz of Milwaukee North,(888) 821-5863,4.8,203.0,5950.0,74,Selenite Grey Metallic,Black,7-SPEED A/T,All Wheel Drive,55SWF4KB7HU189661,385
1982 Mercedes-Benz  380SL,1982,Mercedes-Benz,Black,7900.0,MSI Auto Sales,(608) 478-2670,3.9,12.0,177770.0,6,Black,Gray,Automatic,Front Wheel Drive,WDBBA45A5CB015308,386
2013 Mercedes-Benz  SLK 250,2013,Mercedes-Benz,Black,25995.0,Schoepp Motors West,(608) 729-3822,4.8,1543.0,35227.0,6,Black,,7-Speed Automatic,RWD,WDDPK4HA6DF060452,387
2018 Mercedes-Benz GLE 350 Base 4MATIC,2018,Mercedes-Benz,Blue,63900.0,Mercedes-Benz of Milwaukee North,(888) 224-9092,4.8,203.0,0.0,74,Lunar Blue Metallic,beige,7-SPEED A/T,All Wheel Drive,4JGDA5HB9J2092003,388
2017 Mercedes-Benz  E 400,2017,Mercedes-Benz,White,58999.0,Mercedes-Benz of Milwaukee North,(888) 821-5863,4.8,203.0,3189.0,74,Polar White,beige,7-SPEED A/T,All Wheel Drive,WDDKJ6HB5HF356327,389
2018 Mercedes-Benz  E 400,2018,Mercedes-Benz,White,64630.0,Mercedes-Benz of Milwaukee North,(888) 224-9092,4.8,203.0,0.0,74,Polar White,beige,9-SPEED A/T,All Wheel Drive,WDDZF6GBXJA416266,390
2018 Mercedes-Benz GLC 300 Base 4MATIC,2018,Mercedes-Benz,Black,52495.0,Mercedes-Benz of Elmbrook,(262) 510-0498,4.5,39.0,0.0,61,Black,Black,9-Speed Automatic,AWD,WDC0G4KB0JV067780,391
2003 Mercedes-Benz  E320,2003,Mercedes-Benz,Black,4300.0,Michael,,,,135000.0,71,Black,Black,Automanual,RWD,WDBUF65J33A334797,393
2018 Mercedes-Benz GLA 250 GLA 250,2018,Mercedes-Benz,Brown,41820.0,Mercedes-Benz of Milwaukee North,(888) 224-9092,4.8,203.0,0.0,74,Cocoa Brown Metallic,Sahara Beige,7-SPEED A/T,All Wheel Drive,WDCTG4GB1JJ475606,394
2018 Mercedes-Benz GLE 350 Base 4MATIC,2018,Mercedes-Benz,Silver,65660.0,Napleton Autowerks Loves Park,(815) 916-4212,4.9,522.0,0.0,55,Silver,,7-Speed Automatic,AWD,4JGDA5HB1JB087278,395
2018 Mercedes-Benz GLC 300 Base 4Matic,2018,Mercedes-Benz,Black,51355.0,Mercedes-Benz of Milwaukee North,(888) 224-9092,4.8,203.0,0.0,74,Obsidian Black Metallic,Black,9-SPEED A/T,All Wheel Drive,WDC0G4KB3JV083343,396
2018 Mercedes-Benz GLA 250 GLA 250,2018,Mercedes-Benz,White,44475.0,Mercedes-Benz of Milwaukee North,(888) 224-9092,4.8,203.0,0.0,74,Cirrus White,Black,7-SPEED A/T,All Wheel Drive,WDCTG4GB4JJ393949,397
2018 Mercedes-Benz GLE 350 Base 4MATIC,2018,Mercedes-Benz,Blue,64560.0,Mercedes-Benz of Milwaukee North,(888) 224-9092,4.8,203.0,0.0,74,Lunar Blue Metallic,beige,7-SPEED A/T,All Wheel Drive,4JGDA5HB8JB130417,398
2014 Mercedes-Benz  CLS 550 4MATIC,2014,Mercedes-Benz,White,36000.0,Van Horn Latino of Milwaukee,(414) 375-4933,5.0,1.0,35581.0,73,White,,7-Speed Automatic,AWD,WDDLJ9BB2EA100847,399
2018 Mercedes-Benz  C 300 4MATIC,2018,Mercedes-Benz,Blue,40261.0,Mercedes-Benz of Elmbrook,(262) 510-2426,4.5,39.0,2670.0,61,Lunar Blue Metallic,Silk Beige / Black,9-Speed Automatic,AWD,55SWF4KB9JU244990,400
2018 Mercedes-Benz GLE 350 Base 4MATIC,2018,Mercedes-Benz,White,62690.0,Mercedes-Benz of Milwaukee North,(888) 224-9092,4.8,203.0,0.0,74,Designo Diamond White Metallic,Black,7-SPEED A/T,All Wheel Drive,4JGDA5HBXJB092687,401
2018 Mercedes-Benz GLS 450 Base 4MATIC,2018,Mercedes-Benz,Gray,83700.0,Mercedes-Benz of Elmbrook,(262) 510-0498,4.5,39.0,0.0,61,Selenite Gray Metallic,Black,9-Speed Automatic,AWD,4JGDF6EE7JB081359,402
2018 Mercedes-Benz  C 300,2018,Mercedes-Benz,Black,47025.0,Mercedes-Benz of Milwaukee North,(888) 224-9092,4.8,203.0,0.0,74,Black,Black,9-SPEED A/T,All Wheel Drive,55SWF4KB4JU235016,403
2018 Mercedes-Benz GLE 350 Base 4MATIC,2018,Mercedes-Benz,Blue,64910.0,Mercedes-Benz of Milwaukee North,(888) 224-9092,4.8,203.0,0.0,74,Lunar Blue Metallic,beige,7-SPEED A/T,All Wheel Drive,4JGDA5HB7JB082876,404
2012 Mercedes-Benz  GLK 350 4MATIC,2012,Mercedes-Benz,Other,21999.0,Lakeland Chevrolet Buick,(262) 912-6920,5.0,21.0,65697.0,25,,,7-Speed Automatic,AWD,WDCGG8HB0CF904697,405
2018 Mercedes-Benz GLE 350 Base 4MATIC,2018,Mercedes-Benz,Black,68670.0,Mercedes-Benz of Milwaukee North,(888) 224-9092,4.8,203.0,0.0,74,Obsidian Black Metallic,beige,7-SPEED A/T,All Wheel Drive,4JGDA5HB8JB041303,406
2011 Mercedes-Benz  GLK 350,2011,Mercedes-Benz,White,16495.0,Scott Motors,(608) 318-4095,,,78277.0,4,White,Tan,Automatic,All Wheel Drive,WDCGG8HB2BF584314,407
2018 Mercedes-Benz GLC 300 Base 4Matic,2018,Mercedes-Benz,Black,53765.0,Mercedes-Benz of Milwaukee North,(888) 224-9092,4.8,203.0,0.0,74,Black,Black,9-SPEED A/T,All Wheel Drive,WDC0G4KB2JV078750,408
2018 Mercedes-Benz GLE 550e Plug-In Hybrid 4MATIC,2018,Mercedes-Benz,White,78630.0,Napleton Autowerks Loves Park,(815) 916-4212,4.9,522.0,0.0,55,Polar White,,7-Speed Automatic,AWD,4JGDA6DB3JB115156,409
2018 Mercedes-Benz AMG GLS 63 Base,2018,Mercedes-Benz,Black,129950.0,Mercedes-Benz of Milwaukee North,(888) 224-9092,4.8,203.0,0.0,74,Obsidian Black Metallic,Black,7-SPEED A/T,All Wheel Drive,4JGDF7FE1JB048135,411
2018 Mercedes-Benz AMG GLE 43 Base 4MATIC,2018,Mercedes-Benz,Black,81330.0,Mercedes-Benz of Milwaukee North,(888) 224-9092,4.8,203.0,0.0,74,Obsidian Black Metallic,Black,9-SPEED A/T,All Wheel Drive,4JGDA6EB8JA997428,412
2018 Mercedes-Benz  C 300 4MATIC,2018,Mercedes-Benz,White,45925.0,Napleton Autowerks Loves Park,(815) 916-4212,4.9,522.0,0.0,55,Polar White,,9-Speed Automatic,AWD,55SWF4KB3JU263115,413
2018 Mercedes-Benz  SLC 300,2018,Mercedes-Benz,Black,60165.0,Mercedes-Benz of Milwaukee North,(888) 224-9092,4.8,203.0,0.0,74,Black,Black,9-SPEED A/T,Rear Wheel Drive,WDDPK3JA8JF152100,414
2018 Mercedes-Benz GLC 300 Base 4Matic,2018,Mercedes-Benz,Black,50095.0,Mercedes-Benz of Milwaukee North,(888) 224-9092,4.8,203.0,0.0,74,Black,Black,9-SPEED A/T,All Wheel Drive,WDC0G4KB8JV056042,415
2017 Mercedes-Benz  E 300,2017,Mercedes-Benz,Gray,64195.0,Mercedes-Benz of Milwaukee North,(888) 224-9092,4.8,203.0,0.0,74,Selenite Grey Metallic,Black,9-SPEED A/T,All Wheel Drive,WDDZF4KB9HA265099,416
2018 Mercedes-Benz GLC 300 Base 4Matic,2018,Mercedes-Benz,Blue,53215.0,Mercedes-Benz of Milwaukee North,(888) 224-9092,4.8,203.0,0.0,74,Lunar Blue Metallic,Black,9-SPEED A/T,All Wheel Drive,WDC0G4KB2JV066727,417
2018 Mercedes-Benz  AMG C 43,2018,Mercedes-Benz,Silver,74680.0,Mercedes-Benz of Milwaukee North,(888) 224-9092,4.8,203.0,0.0,74,Iridium Silver Metallic,Black,9-SPEED A/T,All Wheel Drive,WDDWK6EB7JF678363,418
2014 Mercedes-Benz  CLA 250,2014,Mercedes-Benz,Blue,17995.0,Classic Motorcars,(414) 219-1011,4.8,149.0,45061.0,70,Universe Blue Metallic,BROWN,7-SPEED A/T,Front Wheel Drive,WDDSJ4EB7EN049316,419
2018 Mercedes-Benz  E 300,2018,Mercedes-Benz,White,67580.0,Mercedes-Benz of Milwaukee North,(888) 224-9092,4.8,203.0,0.0,74,Polar White,Black,9-SPEED A/T,All Wheel Drive,WDDZF4KBXJA397892,420
2018 Mercedes-Benz  AMG C 43,2018,Mercedes-Benz,White,66555.0,Mercedes-Benz of Milwaukee North,(888) 224-9092,4.8,203.0,0.0,74,Polar White,Black,9-SPEED A/T,All Wheel Drive,55SWF6EB9JU246701,421
2018 Mercedes-Benz  C 300,2018,Mercedes-Benz,White,50200.0,Mercedes-Benz of Milwaukee North,(888) 224-9092,4.8,203.0,0.0,74,Polar White,Black,9-SPEED A/T,All Wheel Drive,55SWF4KB0JU260169,422
2009 Mercedes-Benz  3.5L,2009,Mercedes-Benz,Black,9999.0,Car King,(414) 255-0262,3.2,39.0,117857.0,68,Black,Black,5-SPEED A/T,All Wheel Drive,WDBUF87X49B413606,423
2015 Mercedes-Benz  E400W4,2015,Mercedes-Benz,Black,34900.0,Zimbrick European,,5.0,7.0,42732.0,2,Black,Black Leather,AUTOMATIC,AWD,WDDHF6HB6FA997461,424
2017 Mercedes-Benz  E 300,2017,Mercedes-Benz,Black,57065.0,Mercedes-Benz of Elmbrook,(262) 510-0488,4.5,39.0,4310.0,61,Black,Black,9-Speed Automatic,AWD,WDDZF4KB8HA206416,425
2018 Mercedes-Benz GLS 550 Base 4MATIC,2018,Mercedes-Benz,Black,101135.0,Mercedes-Benz of Milwaukee North,(888) 224-9092,4.8,203.0,0.0,74,Black,Black,9-SPEED A/T,All Wheel Drive,4JGDF7DE6JB106811,427
2018 Mercedes-Benz GLC 300 Base 4MATIC,2018,Mercedes-Benz,White,52985.0,Mercedes-Benz of Elmbrook,(262) 510-0498,4.5,39.0,0.0,61,Designo Diamond White Metallic,Beige,9-Speed Automatic,AWD,WDC0G4KB9JV070709,428
2018 Mercedes-Benz GLA 250 GLA 250,2018,Mercedes-Benz,Silver,42145.0,Mercedes-Benz of Milwaukee North,(888) 224-9092,4.8,203.0,0.0,74,Polar Silver Metallic,Black,7-SPEED A/T,All Wheel Drive,WDCTG4GB5JJ474023,429
2017 Mercedes-Benz  S 550,2017,Mercedes-Benz,White,121100.0,Mercedes-Benz of Milwaukee North,(888) 224-9092,4.8,203.0,0.0,74,Designo Diamond White Metallic,Black,9-SPEED A/T,All Wheel Drive,WDDUG8FB7HA317273,431
2012 Mercedes-Benz  SLK350,2012,Mercedes-Benz,Black,25271.0,Mercedes-Benz of Elmbrook,(262) 510-2426,4.5,39.0,31502.0,61,Black,Ash,7-Speed Automatic,RWD,WDDPK5HA7CF039369,432
2017 Mercedes-Benz,2017,Mercedes-Benz,Silver,47141.0,Mercedes-Benz of Elmbrook,(262) 510-0498,4.5,39.0,0.0,61,Pearl Silver Metallic,Black,5-Speed Automatic,RWD,WD3PE7CD9HP568073,433
2013 Mercedes-Benz  C 300,2013,Mercedes-Benz,Black,16590.0,Car Castle,(262) 456-5159,4.9,45.0,71794.0,76,Black,Black,7-SPEED A/T,All Wheel Drive,WDDGF8AB7DR241248,434
2018 Mercedes-Benz  E 300,2018,Mercedes-Benz,White,62430.0,Mercedes-Benz of Milwaukee North,(888) 224-9092,4.8,203.0,0.0,74,Polar White,beige,9-SPEED A/T,All Wheel Drive,WDDZF4KB5JA437795,435
2017 Mercedes-Benz Metris Base,2017,Mercedes-Benz,White,31990.0,Mercedes-Benz of Elmbrook,(262) 510-0498,4.5,39.0,0.0,61,Arctic White,Black,7-Speed Automatic,RWD,WD3PG2EA8H3201222,437
2018 Mercedes-Benz CLA 250 Base,2018,Mercedes-Benz,White,40050.0,Mercedes-Benz of Milwaukee North,(888) 224-9092,4.8,203.0,0.0,74,Cirrus White,Black,7-SPEED A/T,All Wheel Drive,WDDSJ4GB1JN527849,438
2018 Mercedes-Benz GLC 300 Base 4MATIC,2018,Mercedes-Benz,Blue,52465.0,Mercedes-Benz of Elmbrook,(262) 510-0498,4.5,39.0,0.0,61,Lunar Blue Metallic,Black,9-Speed Automatic,AWD,WDC0G4KB6JV068044,439
2018 Mercedes-Benz  AMG C 43,2018,Mercedes-Benz,White,61435.0,Mercedes-Benz of Milwaukee North,(888) 224-9092,4.8,203.0,0.0,74,Polar White,Black,9-SPEED A/T,All Wheel Drive,55SWF6EB0JU255691,440
2018 Mercedes-Benz  C 300 4MATIC,2018,Mercedes-Benz,White,50425.0,Napleton Autowerks Loves Park,(815) 916-4212,4.9,522.0,0.0,55,Polar White,,9-Speed Automatic,AWD,55SWF4KB8JU265541,441
2017 Mercedes-Benz  E 400,2017,Mercedes-Benz,Black,60699.0,Mercedes-Benz of Milwaukee North,(888) 821-5863,4.8,203.0,4203.0,74,Obsidian Black Metallic,beige,7-SPEED A/T,All Wheel Drive,WDDKJ6HB2HF357175,442
2018 Mercedes-Benz GLA 250 GLA 250,2018,Mercedes-Benz,White,41480.0,Mercedes-Benz of Milwaukee North,(888) 224-9092,4.8,203.0,0.0,74,Cirrus White,Sahara Beige,7-SPEED A/T,All Wheel Drive,WDCTG4GB9JJ435905,443
2018 Mercedes-Benz GLA 250 GLA 250,2018,Mercedes-Benz,Blue,41670.0,Mercedes-Benz of Milwaukee North,(888) 224-9092,4.8,203.0,0.0,74,Lunar Blue Metallic,Sahara Beige,7-SPEED A/T,All Wheel Drive,WDCTG4GBXJJ411032,444
2018 Mercedes-Benz  S 560 4MATIC,2018,Mercedes-Benz,Black,114415.0,Mercedes-Benz of Elmbrook,(262) 510-0498,4.5,39.0,0.0,61,Black,Black,9-Speed Automatic,AWD,WDDUG8GB2JA382052,445
2017 Mercedes-Benz  C 300,2017,Mercedes-Benz,Red,43454.0,Mercedes-Benz of Milwaukee North,(888) 821-5863,4.8,203.0,3138.0,74,Designo Cardinal Red Metallic,beige,7-SPEED A/T,All Wheel Drive,55SWF4KB9HU217587,446
2017 Mercedes-Benz CLA 250 Base,2017,Mercedes-Benz,Blue,35210.0,Mercedes-Benz of Milwaukee North,(888) 821-5863,4.8,203.0,3020.0,74,Lunar Blue Metallic,Sahara Beige,7-SPEED A/T,All Wheel Drive,WDDSJ4GBXHN494408,447
2017 Mercedes-Benz  C 300,2017,Mercedes-Benz,Black,39599.0,Mercedes-Benz of Milwaukee North,(888) 821-5863,4.8,203.0,5337.0,74,Black,Black,7-SPEED A/T,All Wheel Drive,55SWF4KB2HU215177,448
2018 Mercedes-Benz GLE 350 Base 4MATIC,2018,Mercedes-Benz,White,62530.0,Napleton Autowerks Loves Park,(815) 916-4212,4.9,522.0,0.0,55,Polar White,,7-Speed Automatic,AWD,4JGDA5HB6JB082190,449
2018 Mercedes-Benz  AMG CLA 45,2018,Mercedes-Benz,Black,63330.0,Mercedes-Benz of Milwaukee North,(888) 224-9092,4.8,203.0,0.0,74,Night Black,Black,7-SPEED A/T,All Wheel Drive,WDDSJ5CB3JN567409,450
2018 Mercedes-Benz  Base,2018,Mercedes-Benz,Black,70360.0,Mercedes-Benz of Elmbrook,(262) 510-0498,4.5,39.0,0.0,61,Black,Black,9-Speed Automatic,AWD,WDDZF6GB7JA371416,451
2017 Mercedes-Benz  E 300,2017,Mercedes-Benz,White,55876.0,Mercedes-Benz of Milwaukee North,(888) 821-5863,4.8,203.0,5287.0,74,Polar White,beige,9-SPEED A/T,All Wheel Drive,WDDZF4KB0HA128696,452
2015 Mercedes-Benz  C300W4,2015,Mercedes-Benz,Gray,27900.0,Zimbrick European,,5.0,7.0,14270.0,2,Steel Grey,Black Mb-Tex,AUTOMATIC,AWD,55SWF4KB5FU084971,453
2017 Mercedes-Benz  C 300,2017,Mercedes-Benz,Silver,39651.0,Mercedes-Benz of Milwaukee North,(888) 821-5863,4.8,203.0,6820.0,74,Iridium Silver Metallic,Black,7-SPEED A/T,All Wheel Drive,55SWF4KB6HU215733,454
2017 Mercedes-Benz  C 300,2017,Mercedes-Benz,White,39240.0,Mercedes-Benz of Milwaukee North,(888) 821-5863,4.8,203.0,4247.0,74,Polar White,Silk Beige/Black,7-SPEED A/T,All Wheel Drive,55SWF4KBXHU220160,455
2018 Mercedes-Benz GLE 350 Base 4MATIC,2018,Mercedes-Benz,White,62690.0,Mercedes-Benz of Milwaukee North,(888) 224-9092,4.8,203.0,0.0,74,Designo Diamond White Metallic,Black,7-SPEED A/T,All Wheel Drive,4JGDA5HB1JB086020,456
2015 Mercedes-Benz  GL450W4,2015,Mercedes-Benz,White,43317.0,Zimbrick European,,5.0,7.0,37705.0,2,Polar White,Black Mb-Tex,AUTOMATIC,AWD,4JGDF6EE8FA509582,457
2016 Mercedes-Benz  GLE350W4,2016,Mercedes-Benz,Gray,41900.0,Zimbrick European,,5.0,7.0,37594.0,2,Steel Grey,Black Mb-Tex,AUTOMATIC,AWD,4JGDA5HB0GA671797,458
2015 Mercedes-Benz  GL450W4,2015,Mercedes-Benz,Gray,42900.0,Zimbrick European,,5.0,7.0,40315.0,2,Steel Grey,Black Mb-Tex,AUTOMATIC,AWD,4JGDF6EE8FA521828,459
2015 Mercedes-Benz  C300W4,2015,Mercedes-Benz,White,25250.0,Zimbrick European,,5.0,7.0,41862.0,2,Polar White,Black Mb-Tex,AUTOMATIC,AWD,55SWF4KB7FU025792,460
2005 Mercedes-Benz  E320,2005,Mercedes-Benz,Blue,8995.0,Classic Motorcars,(414) 219-1011,4.8,149.0,59845.0,70,Platinum Blue Metallic,CHARCOAL,5-SPEED A/T,All Wheel Drive,WDBUF82J95X178717,461
2018 Mercedes-Benz GLE 350 Base 4MATIC,2018,Mercedes-Benz,Gray,61310.0,Mercedes-Benz of Elmbrook,(262) 510-0498,4.5,39.0,0.0,61,Selenite Gray Metallic,Beige,7-Speed Automatic,AWD,4JGDA5HB7JB098110,462
2018 Mercedes-Benz  E 300,2018,Mercedes-Benz,Blue,69250.0,Mercedes-Benz of Elmbrook,(262) 510-0498,4.5,39.0,0.0,61,Lunar Blue Metallic,Beige,9-Speed Automatic,AWD,WDDZF4KB9JA354922,463
2018 Mercedes-Benz CLA 250 Base,2018,Mercedes-Benz,White,40750.0,Mercedes-Benz of Milwaukee North,(888) 224-9092,4.8,203.0,0.0,74,Cirrus White,crystal,7-SPEED A/T,All Wheel Drive,WDDSJ4GB0JN572362,464
2018 Mercedes-Benz  AMG C 43,2018,Mercedes-Benz,White,67810.0,Mercedes-Benz of Milwaukee North,(888) 224-9092,4.8,203.0,0.0,74,Designo Diamond White Metallic,Black,9-SPEED A/T,All Wheel Drive,WDDWJ6EB5JF655862,465
2003 Mercedes-Benz  5.0L,2003,Mercedes-Benz,Black,6977.0,Viking Motorcars,(608) 205-4446,4.0,13.0,93890.0,13,Black,Charcoal,5-SPEED A/T,Rear Wheel Drive,WDBUF70J03A267654,466
2014 Mercedes-Benz  GLK250 BlueTEC,2014,Mercedes-Benz,Blue,23525.0,Buss Ford Lincoln,(888) 813-5078,3.6,30.0,67764.0,76,Blue,,7-Speed Automatic w/OD,AWD,WDCGG0EB0EG239366,467
2018 Mercedes-Benz AMG C 43 Base 4MATIC,2018,Mercedes-Benz,Red,66500.0,Mercedes-Benz of Elmbrook,(262) 510-0498,4.5,39.0,0.0,61,Designo Cardinal Red Metallic,Black,9-Speed Automatic,AWD,WDDWJ6EB5JF720502,468
2018 Mercedes-Benz  AMG C 43,2018,Mercedes-Benz,Silver,65025.0,Mercedes-Benz of Milwaukee North,(888) 224-9092,4.8,203.0,0.0,74,Iridium Silver Metallic,cranberry,9-SPEED A/T,All Wheel Drive,55SWF6EB1JU258471,469
2018 Mercedes-Benz  AMG C 43,2018,Mercedes-Benz,White,64930.0,Mercedes-Benz of Milwaukee North,(888) 224-9092,4.8,203.0,0.0,74,White,Black,9-SPEED A/T,All Wheel Drive,55SWF6EB1JU248863,470
2017 Mercedes-Benz GLS 450 Base 4MATIC,2017,Mercedes-Benz,Silver,70990.0,Mercedes-Benz of Milwaukee North,(888) 821-5863,4.8,203.0,19206.0,74,Palladium Silver Metallic,Black,9-SPEED A/T,All Wheel Drive,4JGDF6EE5HA758473,471
2013 Mercedes-Benz  E 350,2013,Mercedes-Benz,White,20990.0,Car Castle,(262) 456-5159,4.9,45.0,61622.0,76,Diamond White Metallic,Natural Beige/Black,7-SPEED A/T,All Wheel Drive,WDDHF8JB1DA704813,472
2014 Mercedes-Benz  E 250 BlueTEC,2014,Mercedes-Benz,Black,28990.0,Car Castle,(262) 456-5159,4.9,45.0,45480.0,76,Black,Black,7-SPEED A/T,All Wheel Drive,WDDHF9HB4EA953829,473
2018 Mercedes-Benz GLS 450 Base 4MATIC,2018,Mercedes-Benz,White,79755.0,Napleton Autowerks Loves Park,(815) 916-4212,4.9,522.0,0.0,55,Polar White,,9-Speed Automatic,AWD,4JGDF6EE1JB030925,474
2018 Mercedes-Benz CLA 250 Base,2018,Mercedes-Benz,Gray,43270.0,Mercedes-Benz of Milwaukee North,(888) 224-9092,4.8,203.0,0.0,74,Mountain Grey Metallic,Black,7-SPEED A/T,All Wheel Drive,WDDSJ4GB7JN544347,475
2018 Mercedes-Benz GLA 250 Base 4MATIC,2018,Mercedes-Benz,White,40080.0,Mercedes-Benz of Elmbrook,(262) 510-0498,4.5,39.0,0.0,61,Polar White,Shara Beige,7-Speed Automatic with Auto-Shift,AWD,WDCTG4GB5JJ477679,476
2018 Mercedes-Benz  C 300,2018,Mercedes-Benz,Black,50340.0,Mercedes-Benz of Milwaukee North,(888) 224-9092,4.8,203.0,0.0,74,Black,Black,9-SPEED A/T,All Wheel Drive,55SWF4KB9JU267184,477
2018 Mercedes-Benz  C 300 4MATIC,2018,Mercedes-Benz,Black,54790.0,Mercedes-Benz of Elmbrook,(262) 510-0498,4.5,39.0,0.0,61,Black,Black,9-Speed Automatic,AWD,WDDWJ4KB5JF682634,478
2018 Mercedes-Benz  AMG CLA 45,2018,Mercedes-Benz,White,62580.0,Mercedes-Benz of Milwaukee North,(888) 224-9092,4.8,203.0,0.0,74,Cirrus White,Black,7-SPEED A/T,All Wheel Drive,WDDSJ5CB2JN567708,479
2018 Mercedes-Benz Metris Base,2018,Mercedes-Benz,Black,40997.0,Mercedes-Benz of Elmbrook,(262) 510-0498,4.5,39.0,0.0,61,Obsidian Black Metallic,Black,7-Speed Automatic,RWD,WD4PG2EE9J3392640,480
2017 Mercedes-Benz  S 550,2017,Mercedes-Benz,Black,98962.0,Mercedes-Benz of Milwaukee North,(888) 821-5863,4.8,203.0,253.0,74,Obsidian Black Metallic,Black,9-SPEED A/T,All Wheel Drive,WDDUG8FB2HA330352,481
2017 Mercedes-Benz CLA 250 Base,2017,Mercedes-Benz,Gray,42179.0,Mercedes-Benz of Milwaukee North,(888) 821-5863,4.8,203.0,2208.0,74,Mountain Grey Metallic,Black/Green,7-SPEED A/T,All Wheel Drive,WDDSJ4GB0HN438493,482
2007 Mercedes-Benz  GL 450 4MATIC,2007,Mercedes-Benz,Gold,12999.0,Gateway Motors,(414) 208-4991,4.9,52.0,103288.0,77,Gold,Tan,7-Speed Automatic,AWD,4JGBF71E97A190679,483
2013 Mercedes-Benz  C 300,2013,Mercedes-Benz,Blue,17790.0,Car Castle,(262) 456-5159,4.9,45.0,49045.0,76,Lunar Blue Metallic,Black,7-SPEED A/T,All Wheel Drive,WDDGF8AB5DR264544,484
2017 Mercedes-Benz GLS 450 Base 4MATIC,2017,Mercedes-Benz,White,73945.0,Mercedes-Benz of Milwaukee North,(888) 821-5863,4.8,203.0,5167.0,74,Designo Diamond White Metallic,beige,9-SPEED A/T,All Wheel Drive,4JGDF6EE4HA970698,485
2017 Mercedes-Benz GLS 450 Base 4MATIC,2017,Mercedes-Benz,Black,72549.0,Mercedes-Benz of Milwaukee North,(888) 821-5863,4.8,203.0,6072.0,74,Obsidian Black Metallic,beige,9-SPEED A/T,All Wheel Drive,4JGDF6EEXHA949712,486
2017 Mercedes-Benz GLS 450 Base 4MATIC,2017,Mercedes-Benz,Gray,71896.0,Mercedes-Benz of Milwaukee North,(888) 821-6594,4.8,203.0,5015.0,74,Gray Metallic,Black,9-SPEED A/T,All Wheel Drive,4JGDF6EE6HA977703,487
2017 Mercedes-Benz GLS 450 Base 4MATIC,2017,Mercedes-Benz,Blue,71599.0,Mercedes-Benz of Milwaukee North,(888) 821-5863,4.8,203.0,7772.0,74,Lunar Blue Metallic,beige,9-SPEED A/T,All Wheel Drive,4JGDF6EE7HA907580,488
2018 Mercedes-Benz GLA 250 GLA 250,2018,Mercedes-Benz,White,40750.0,Mercedes-Benz of Milwaukee North,(888) 224-9092,4.8,203.0,0.0,74,Cirrus White,Sahara Beige,7-SPEED A/T,All Wheel Drive,WDCTG4GB2JJ464792,489
2018 Mercedes-Benz CLA 250 Base,2018,Mercedes-Benz,Gray,46070.0,Mercedes-Benz of Milwaukee North,(888) 224-9092,4.8,203.0,0.0,74,Mountain Grey Metallic,Black,7-SPEED A/T,All Wheel Drive,WDDSJ4GB8JN601946,490
2018 Mercedes-Benz CLA 250 Base,2018,Mercedes-Benz,White,45755.0,Mercedes-Benz of Milwaukee North,(888) 224-9092,4.8,203.0,0.0,74,Cirrus White,Black,7-SPEED A/T,All Wheel Drive,WDDSJ4GB1JN552153,491
2018 Mercedes-Benz CLA 250 Base,2018,Mercedes-Benz,Black,45200.0,Mercedes-Benz of Milwaukee North,(888) 224-9092,4.8,203.0,0.0,74,Black,Black,7-SPEED A/T,All Wheel Drive,WDDSJ4GB8JN602577,492
2015 Mercedes-Benz  GL 450 4MATIC,2015,Mercedes-Benz,White,43991.0,International Autos,(414) 939-8502,3.8,56.0,44847.0,68,Polar White,Almond Beige,7-Speed Automatic,AWD,4JGDF6EE2FA543789,493
